	Nutlin-3	Nilotinib	RAF265	PHA-665752	PD-0325901	PLX4720	PD-0332991	LBW242	AEW541	TAE684	TKI258	AZD0530	lapatinib	Crizotinib	Sorafenib	L-685458	AZD6244	Vandetanib	Erlotinib	17-AAG	Irinotecan	paclitaxel	Panobinostat	Topotecan
OV-90	0.903089987	0.826303886	0.127539862	0.903089987	-1.649712277	0.903089987	0.903089987	0.903089987	0.760248922	0.209139507	0.903089987	0.903089987	0.903089987	0.903089987	0.880303334	0.903089987	-0.839706984	0.903089987	0.903089987	-1.730738155	-0.644157412	-1.956516529	-1.526028555	-0.649514668
OVCAR-4	0.903089987	0.903089987	0.576941625	0.903089987	0.903089987	0.903089987	0.903089987	-0.185322078	0.903089987	0.612647753	0.903089987	0.903089987	0.903089987	0.903089987	0.717344259	0.903089987	0.903089987	0.903089987	0.903089987	-0.338040378	0.198871997	-2.084690146	-0.998116092	-0.64026123
OVCAR-8	0.903089987	0.879129153	0.430781504	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.831848913	0.838012437	0.78002339	0.549881848	0.707223503	0.881957873	0.789910605	0.903089987	0.903089987	0.903089987	0.903089987	-0.835263727	-1.117616776	-2.291421219	-1.598461472	-1.114047502
OVMANA	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.811953385	0.527278678	0.903089987	0.542216258	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.438060132	0.419586632	0.903089987	-0.777968548	0.36256496
OVSAHO	0.903089987	0.903089987	0.813734686	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.539701077	0.252130941	0.903089987	-0.693039814	0.511740638
OVTOKO	0.903089987	0.903089987	0.318265929	0.903089987	0.903089987	0.873302612	0.903089987	0.903089987	0.903089987	0.885286971	0.903089987	0.150349892	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.583039452	0.903089987	-0.093761836	-0.54890115	0.903089987	-0.82958627	-0.574639927
P12-ICHIKAWA	0.903089987	0.903089987	0.123023254	0.903089987	0.903089987	0.903089987	0.316517968	0.903089987	0.903089987	0.24998268	0.457941332	0.903089987	0.843996802	0.788716394	0.785427318	0.551016024	0.903089987	0.903089987	0.903089987	-0.226091913	-1.676551903	-2.478170996	-1.96691074	-1.529270918
P3HR-1	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.878355241	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.821033345	0.903089987	0.008879845	-1.238037081	-1.995511648	-1.194853185	-0.458221537
PA-TU-8902	0.903089987	0.685021293	0.59674461	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.494521406	0.457847929	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.180151641	-0.433327973	0.903089987	-1.027504246	0.252637956
Panc02.03	0.903089987	0.903089987	0.646005432	0.903089987	-1.704325538	0.903089987	0.903089987	0.903089987	0.417091485	0.613648461	0.903089987	0.409092304	0.715776428	0.741201676	0.756199303	0.903089987	-0.82274124	0.331615706	0.625243624	-1.083765333	-0.358355218	-1.783730223	-1.300336963	0.072379547
Panc04.03	0.903089987	0.903089987	0.510092794	0.903089987	-0.419740062	0.903089987	0.903089987	0.903089987	0.609979125	-0.163185919	0.903089987	0.903089987	0.903089987	0.701512666	-0.002948141	0.903089987	0.903089987	0.903089987	0.903089987	-1.158953647	-0.343410977	-1.988700028	-1.3171359	-0.125204822
PC-14	0.903089987	0.903089987	0.546812622	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.500872723	0.29813121	0.617491258	-0.509812564	0.332369557	0.903089987	0.903089987	0.432115808	0.903089987	-0.645818642	-1.189642738	-0.995053855	-0.282354312	-2.392481714	-1.107602788	-0.359963051
PC-3	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.813167618	0.903089987	0.571217458	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.697282901	0.903089987	-0.411013708	-0.407564523	-1.745342167	-1.082250923	0.05344573
Pfeiffer	0.903089987	0.903089987	-0.647453171	0.903089987	0.903089987	0.903089987	0.586834418	0.903089987	0.611493543	0.359502741	0.524750167	0.09196722	0.903089987	-0.444016054	0.903089987	0.903089987	0.903089987	0.122763042	0.795968388	-0.347113668	-1.107276276	-2.602059991	-1.693224097	-0.710926206
PK-1	0.903089987	0.903089987	0.330735049	0.903089987	-0.020975333	0.903089987	0.903089987	0.903089987	0.840274071	0.903089987	0.799370869	0.903089987	0.859514817	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.103773312	-0.491299038	-2.056836475	-1.024962388	0.188044098
PK-45H	0.903089987	0.903089987	0.443297292	0.903089987	-1.452801726	0.903089987	0.903089987	0.903089987	0.688823381	0.460516549	0.872884572	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.860128567	0.903089987	0.903089987	-0.872257445	0.011041391	-1.799695229	-1.068420788	0.903089987
PK-59	0.903089987	0.903089987	0.492019587	0.903089987	-0.309759696	0.903089987	0.903089987	0.903089987	0.820466278	0.421921676	0.903089987	0.903089987	0.791725278	0.806055742	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.700385189	0.193521419	-1.740652076	-0.870049158	0.237546925
PL45	0.903089987	0.903089987	0.903089987	0.903089987	-0.21920688	0.903089987	0.903089987	0.903089987	0.800758538	0.45375161	0.903089987	0.702987095	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.274304589	-0.620580197	-2.420782498	-1.055844964	-0.227613009
PSN1	0.903089987	0.902963376	0.526038313	0.903089987	-0.607950952	0.903089987	0.903089987	0.903089987	0.903089987	0.860061878	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.09849196	0.903089987	0.903089987	-0.821026674	-0.083869582	-1.755496264	-1.054317167	-0.291519702
QGP-1	0.903089987	0.829888953	0.566141791	0.903089987	-1.068013857	0.903089987	0.903089987	0.903089987	0.375501096	0.314109564	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.1032796	0.903089987	0.903089987	-0.850715021	-0.534204927	-2.594719566	-1.267753153	0.903089987
Raji	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.425150704	-1.18723027	-1.973755762	-1.204386847	-0.770329608
RD	0.903089987	0.85329541	0.164019874	0.903089987	-0.594901427	0.903089987	0.903089987	0.903089987	0.447206835	0.296896982	0.903089987	0.903089987	0.903089987	0.670103065	0.903089987	0.903089987	0.139575325	0.62338223	0.903089987	-0.931607493	-0.593262281	-2.602059991	-1.579707795	-0.284601331
RERF-GC-1B	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.232536621	0.758654418	0.903089987	0.195696357	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.349495427	0.903089987	0.285868917	-0.476890737	-1.638730927	-1.243675555	-0.429166974
RERF-LC-MS	0.903089987	0.903089987	0.890117183	0.825268981	0.903089987	0.903089987	0.903089987	0.818413313	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.835863383	0.903089987	0.903089987	-0.791852018	-0.469194978	-2.082555306	-0.788209357	0.484941059
RKO	0.903089987	0.903089987	0.185435523	0.903089987	-0.9068694	0.903089987	0.903089987	0.903089987	0.759735224	0.497663709	0.771724	0.903089987	0.903089987	0.741001518	0.903089987	0.903089987	0.27853021	0.903089987	0.903089987	-1.116742783	-0.618972349	-2.602059991	-1.302685342	-0.600118542
RL95-2	0.903089987	0.903089987	-0.527852441	0.903089987	-1.196427689	0.903089987	0.903089987	0.903089987	0.710165652	0.127813429	0.540034651	0.321615046	0.478996728	0.643857213	0.903089987	0.903089987	0.183467408	0.572845301	0.485768349	-1.429097713	0.325137619	-2.602059991	-1.441426718	0.56166381
RPMI-7951	0.903089987	0.843026893	0.381185247	0.903089987	0.903089987	0.903089987	0.821482405	0.903089987	0.829359453	0.562264251	0.903089987	0.903089987	0.903089987	0.628686109	0.903089987	0.903089987	0.903089987	0.771243624	0.903089987	-1.804071774	-0.636124632	-2.602059991	-1.359440139	-0.65905498
RPMI-8402	0.903089987	0.903089987	0.518425536	0.76774108	0.903089987	0.903089987	0.154399497	0.903089987	0.452937673	0.009980633	0.467401595	0.895861379	0.77788848	0.724662928	0.734056448	0.903089987	0.903089987	0.714008481	0.903089987	-0.15380575	-1.525821746	-2.386730852	-1.946042175	-1.528303542
RT-112	0.903089987	0.903089987	0.493087031	0.903089987	-0.329007116	0.903089987	0.903089987	0.903089987	-0.005924338	-0.259729794	-0.194668913	0.897969574	0.814642025	0.752356485	0.683252675	0.903089987	0.601219386	0.441662758	0.903089987	-1.197321659	-0.635284272	-2.420842467	-1.365044242	-1.069454893
RT4	0.903089987	0.903089987	0.232726277	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.489486343	0.188657866	-0.451249782	0.903089987	0.540212181	-0.720654439	0.903089987	0.643691853	0.369830298	0.903089987	-1.23053928	-0.409766114	-2.305358129	-1.320331582	-0.127713341
RVH-421	0.903089987	0.903089987	0.425831191	0.903089987	-1.718135629	-0.113149351	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.589717608	0.903089987	0.903089987	-1.126616648	0.451863544	-1.253476031	-1.103706589	0.43765986
SBC-5	0.903089987	0.903089987	0.770870024	0.903089987	0.126552507	0.903089987	0.903089987	0.903089987	0.736037906	0.27025085	0.716156705	0.903089987	0.903089987	0.197197465	0.710172353	0.903089987	0.903089987	0.903089987	0.903089987	-0.850568243	-0.673298719	-2.602059991	-1.644762001	-0.661630179
SCaBER	0.903089987	0.903089987	0.009787163	0.903089987	0.265567427	0.903089987	0.903089987	0.108146184	0.903089987	0.129394577	0.576874917	0.094435693	0.179484493	0.658621326	0.903089987	0.903089987	0.903089987	0.007111863	-0.134138025	-1.108456728	-0.595208311	-2.594719566	-1.493518104	-0.113736435
SCC-9	0.903089987	0.861956785	0.378863531	0.903089987	-0.30990649	0.903089987	0.903089987	0.783225718	0.59311345	0.903089987	0.878208473	0.903089987	0.632175335	0.903089987	0.903089987	0.903089987	0.755959121	-0.082653737	0.174447499	-1.336803592	-0.586677625	-2.229702841	-1.710436642	0.216431505
SF126	0.903089987	0.903089987	0.335398441	0.903089987	0.838572832	0.903089987	0.903089987	0.903089987	0.739914056	0.480411087	0.463698894	0.903089987	0.903089987	0.903089987	0.795127754	0.903089987	0.903089987	0.903089987	0.903089987	0.086549913	-0.902486227	-1.162956558	-1.004373991	-1.209637346
SH-10-TC	0.903089987	0.901845732	0.727071345	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.370724258	0.291833272	-1.707874768	-0.984819705	0.420333833
SHP-77	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.505429347	0.285341867	-0.601292736	-0.896261647	0.873531729
SIG-M5	0.161584762	0.217378875	-0.803814073	-0.347106121	-2.594719566	-1.474050548	-0.400379247	0.903089987	-0.190245696	-0.924085989	0.078857654	0.903089987	0.894974053	0.455606297	0.703687592	-0.391296668	-2.190821015	0.903089987	0.738515774	-0.768901898	-1.171169222	-2.602059991	-2.046048614	-1.380455488
SIMA	0.903089987	0.903089987	0.511266981	0.903089987	0.126459073	0.903089987	0.903089987	0.903089987	-0.338700862	-0.076976254	0.127127814	0.903089987	0.903089987	0.903089987	0.673714893	0.667516621	0.903089987	0.903089987	0.903089987	0.250102791	-1.373223555	-2.594719566	-1.231513329	-1.370761767
SJRH30	0.903089987	0.903089987	0.478503022	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.301500348	0.051277493	0.903089987	0.903089987	0.903089987	0.53356995	0.89744254	0.903089987	0.903089987	0.903089987	0.903089987	-0.127059515	-0.463988161	-2.11636661	-1.588714358	-0.883672453
SJSA-1	0.809998634	0.853605533	0.545979011	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.614188859	0.903089987	0.903089987	0.903089987	0.903089987	0.776233948	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.50531597	-0.318899135	-1.778426368	-0.933088571	-0.707110098
SK-BR-3	0.903089987	0.903089987	0.471484559	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.70687657	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.437063524	-1.179488627	-1.956069502	-1.497807913	-1.201578134
SK-CO-1	0.903089987	-0.798038741	0.712347259	0.903089987	-0.894446987	0.903089987	0.903089987	0.903089987	0.770936741	-0.040909898	0.862103371	0.518518954	-0.145317442	0.903089987	0.903089987	0.903089987	-0.034805433	0.502373824	0.903089987	-1.253222523	-0.497186593	0.903089987	-0.868267847	0.903089987
SK-ES-1	0.903089987	0.903089987	-1.017083275	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.060110585	-0.150163086	0.399858904	0.903089987	0.903089987	0.53609177	0.903089987	0.728879343	0.903089987	0.903089987	0.903089987	-0.249342228	-1.565704229	-2.594719566	-1.662087991	-1.378113791
SK-HEP-1	0.903089987	0.903089987	-0.759515037	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.625497526	0.318259262	0.903089987	0.903089987	0.87605357	0.903089987	0.903089987	0.903089987	0.903089987	0.89740918	-0.637986239	-0.305796817	-2.602059991	-1.387307175	-0.081879849
SK-LMS-1	0.903089987	0.838709705	0.408497349	0.903089987	0.366120914	0.809585001	0.856093846	0.903089987	0.364606464	0.691618773	0.343504364	0.903089987	0.853490399	0.786981789	0.903089987	0.901554996	0.903089987	0.818237974	0.647906816	-0.565006256	-0.422781598	-1.726401665	-1.195446992	-0.760755949
SK-LU-1	0.903089987	0.903089987	-0.057942337	0.903089987	0.903089987	0.903089987	0.903089987	0.495709416	0.876680676	0.338794271	0.597369899	0.660215824	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.455759754	0.903089987	-1.445242859	-0.60874487	-1.651827179	-0.834763362	-0.41679793
SK-MEL-2	0.903089987	0.903089987	0.543210328	0.903089987	-0.63112121	0.40340298	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.3826063	0.903089987	0.903089987	0.903089987	-0.067756182	-1.571568512	-1.478173608	-0.568954549
SK-MEL-24	0.903089987	0.839046506	0.798250045	0.903089987	-1.095540634	0.712187147	0.903089987	0.903089987	0.643830504	0.622601688	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.364106099	0.605115565	0.903089987	-0.758594397	-0.752009583	-0.990837436	-1.001291748	-0.410146402
SK-MEL-30	0.903089987	0.903089987	0.079451385	0.903089987	-1.917554697	0.903089987	0.903089987	0.903089987	0.723135132	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.870736351	0.903089987	-1.038865872	0.903089987	0.903089987	0.903089987	0.065507856	-1.818762504	-0.857032975	0.257261354
SK-MEL-5	0.903089987	0.903089987	-0.281165483	0.903089987	-1.871627779	-0.432842976	0.903089987	0.903089987	0.572972063	0.584593905	0.79189204	0.903089987	0.903089987	0.903089987	0.849694292	0.903089987	-0.772451169	0.903089987	0.903089987	-0.676667846	-0.771003458	-2.602059991	-1.463075894	-0.43615875
SK-MES-1	0.903089987	0.903089987	0.377867854	0.121744817	-0.063139471	0.785967733	0.903089987	0.522408464	0.29318094	0.294621993	0.264906931	0.12558512	0.169217016	0.693259959	0.903089987	0.902936063	0.903089987	0.155173398	-0.015404596	-1.571014773	-0.277619399	-1.717842085	-1.130506169	-1.003666806
SK-N-AS	0.903089987	0.822847039	0.554679591	0.903089987	-1.246090646	0.903089987	0.903089987	0.903089987	0.903089987	0.48520793	0.903089987	0.903089987	0.903089987	0.467421608	0.903089987	0.903089987	-0.691979016	0.903089987	0.903089987	-0.414262725	-0.585837561	-2.115345875	-1.755916586	-0.604748607
SK-N-DZ	0.903089987	0.871454382	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.113943257	0.315784113	0.749854684	0.903089987	0.903089987	0.463672194	0.903089987	0.846698774	0.903089987	0.776300677	0.903089987	-0.195769736	-0.572182535	-2.22109648	-1.890855188	-0.883839228
SK-N-FI	0.903089987	0.871703579	0.262357757	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.782815983	0.568886464	0.409719154	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.002915464	-0.641928577	-0.364239524	-1.282063619	0.903089987
SK-N-SH	0.881477531	0.716456932	0.197958008	0.903089987	0.903089987	0.838906417	0.903089987	0.903089987	-0.070444801	-0.416404313	0.435845189	0.903089987	0.903089987	0.279377517	0.903089987	0.903089987	0.903089987	0.564719365	0.903089987	-0.625190214	-0.433555883	-1.604612653	-1.64394139	-0.525590752
SK-OV-3	0.903089987	0.903089987	-0.618832229	0.903089987	0.903089987	0.903089987	0.903089987	-0.342443598	0.747726449	0.903089987	0.242523901	0.405769895	-0.007131865	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.931420694	-0.521461069	-1.861773902	-0.849574226	-0.214436692
SNG-M	0.903089987	0.903089987	-0.173753639	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.850061244	0.838059134	0.872571017	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.554718727	0.18127249	-1.741966385	-0.864992147	0.07459451
SNU-182	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.859688265	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.079151191	-0.457794979	-1.31763626	-1.014935039	0.720713353
SNU-C2A	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.578095821	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.59094522	-0.436771899	-1.319230762	-0.919885579	0.095563182
Sq-1	0.903089987	0.903089987	0.761248474	0.903089987	0.447106767	0.903089987	0.903089987	-0.532202258	0.903089987	0.864451762	0.903089987	0.50077932	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.666967437	0.778148696	-0.909004301	-0.393129666	-1.639051156	-1.316308639	-0.500890437
SU-DHL-10	0.903089987	0.903089987	0.708371021	0.903089987	0.903089987	0.903089987	-0.591620939	0.903089987	-0.744787627	-0.996698346	-0.684902813	0.903089987	-0.049468252	-0.745670353	0.903089987	0.789416917	0.903089987	0.818404772	0.903089987	-0.647493177	-0.558328011	-2.50700549	-1.742813656	-0.970495907
SU-DHL-4	0.903089987	0.702600115	0.513688754	0.363792528	0.903089987	0.557167439	-0.204015747	0.903089987	0.57405286	0.591358848	0.376788713	-0.207071338	0.702139815	0.588049759	0.659588695	0.688476481	0.903089987	0.448541125	0.903089987	-0.61929926	-1.234335386	-2.346561519	-1.866557413	-1.235222693
SU-DHL-6	0.903089987	-1.003313008	0.580430857	0.903089987	0.903089987	0.903089987	0.903089987	0.671856644	-0.399394149	-0.533433004	0.621794412	-0.291813709	-0.413125149	0.008118408	0.749984911	-0.927535799	0.903089987	-0.490697393	0.903089987	-0.477526888	-0.937084835	-2.594719566	-2.069819326	-0.939920226
SU-DHL-8	0.903089987	0.762717401	0.354872661	0.850454858	0.903089987	0.903089987	0.083641131	0.903089987	-0.447929204	0.331495592	0.557400678	0.903089987	0.8337293	0.383513628	0.34694938	0.829346109	0.903089987	0.902446192	0.903089987	-0.929559328	-1.577739683	-2.59394241	-1.936028168	-1.5127722
SUIT-2	0.903089987	0.903089987	0.240702576	0.867193741	-0.772658008	0.903089987	0.903089987	0.903089987	0.903089987	0.653370838	0.683786397	0.69522809	0.903089987	0.903089987	0.856485937	0.903089987	-0.257508207	0.577076945	0.903089987	-0.185462191	-0.913280747	-0.525830938	-0.804247759	-1.25587781
SUP-M2	0.903089987	0.903089987	0.388127556	0.903089987	0.063846682	0.903089987	0.772464516	-0.748867257	0.903089987	-1.029165463	0.903089987	0.903089987	0.903089987	0.260810598	0.903089987	0.903089987	0.816156446	0.903089987	0.903089987	-1.011919517	-1.5392182	-2.594719566	-1.874256383	-1.110671697
SUP-T1	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.342316841	-1.404834463	-2.069378977	-1.035483406	-1.202538801
SW1271	0.903089987	0.903089987	0.543016838	0.903089987	-0.177009356	0.903089987	0.903089987	0.903089987	0.689557282	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.232523255	0.693753657	0.903089987	-0.532522481	-0.654818539	-1.995625052	-0.924855889	-0.875092838
SW1353	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.63545107	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.852049353	-0.229567782	-1.946642622	-1.180529414	0.343471029
SW1417	0.903089987	0.859985475	-0.693854179	0.903089987	-1.323560596	0.357701396	0.903089987	0.903089987	0.59408751	-0.715710772	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.697950059	0.903089987	0.903089987	-1.164324233	-0.316462623	-1.615954286	-1.239746004	-0.634997382
SW48	0.903089987	0.903089987	0.561150093	0.903089987	-2.075897104	0.903089987	0.903089987	0.903089987	-0.162732268	-0.471364461	0.477542336	0.903089987	0.903089987	0.848326637	0.903089987	0.827511424	-1.440619477	0.903089987	0.084608502	-1.825680886	-1.089222664	-2.444733319	-1.40648786	-1.010758676
SW480	0.903089987	0.903089987	0.485848393	0.903089987	-0.729306317	0.903089987	0.903089987	0.903089987	0.829112596	0.53206885	0.903089987	0.903089987	0.903089987	0.896521861	0.900151172	0.903089987	0.447720531	0.903089987	0.903089987	-0.972564084	-0.494321269	-1.809562431	-1.31437388	-0.714949162
SW579	0.903089987	0.513762133	0.447040042	0.903089987	0.762917558	0.903089987	0.903089987	0.903089987	0.903089987	0.709545226	0.216665013	0.619239197	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.472892259	0.903089987	-1.096114393	-0.76411173	-1.809702542	-1.230739432	-0.540895293
SW620	0.903089987	0.903089987	0.522568552	0.903089987	-2.003670928	0.903089987	0.903089987	0.903089987	0.248841868	-0.008112584	0.519966669	0.903089987	0.903089987	0.495388712	0.903089987	0.903089987	-1.235589629	0.903089987	0.903089987	-1.412852524	-1.002899593	-2.587784474	-1.483257325	-0.955638396
T84	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.400530123	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.27294212	0.813779101	-1.24136719	-0.870169268	0.15982753
T98G	0.903089987	0.903089987	0.398097615	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.80848418	0.404175382	0.468822606	0.639800915	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.805695481	0.903089987	-0.808163925	-0.022563148	-2.284115937	-0.752303119	0.524523332
TC-71	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.886307712	0.76962246	0.903089987	0.903089987	0.86580606	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.135665824	-0.726030569	-2.372106857	-1.3158016	-0.753724148
TCCSUP	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.626831423	0.831741169	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.330852592	-0.178110145	-2.594719566	-1.210070984	-0.131609508
TE-5	0.903089987	0.826296392	0.559193471	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.455259375	-0.451296676	-1.914459088	-0.767741081	-0.763084342
TE-9	0.903089987	0.784146391	0.519699804	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.388443898	0.903089987	0.738406318	0.767547591	0.903089987	0.861542955	0.903089987	0.903089987	0.903089987	0.903089987	-1.058153291	-0.691265161	-2.469865002	-1.011172292	-0.714382063
TEN	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.605889454	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.091613614	0.331842525	-1.44041935	-0.893639717	0.557287282
Toledo	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.309432823	-1.267254494	-0.612727785	-1.339819161	-1.182143889
TOV-112D	0.903089987	0.903089987	0.4668812	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.343190824	0.572725233	0.903089987	0.903089987	0.903089987	0.854144228	0.903089987	0.903089987	0.810312175	0.903089987	-0.416737883	-0.906048816	-2.279846156	-1.216215482	-0.720039548
TOV-21G	0.903089987	0.903089987	-0.931200532	0.903089987	0.903089987	0.597590065	0.903089987	0.903089987	0.903089987	0.390792276	0.332729845	0.119340536	0.903089987	0.817370668	0.885633898	0.903089987	0.903089987	0.442743555	0.840047261	-1.714086018	-0.461937572	-2.404330426	-1.312852779	-0.655398959
TT2609-C02	0.903089987	0.690477932	-0.675326864	0.903089987	-1.534394689	0.903089987	0.483439975	0.903089987	0.4162175	0.224130475	0.290899255	0.903089987	0.903089987	0.166097026	0.903089987	0.903089987	-0.448014065	0.903089987	0.903089987	-1.12616966	-0.998789928	-2.602059991	-1.627702867	-0.726424197
TYK-nu	0.903089987	0.903089987	0.903089987	0.903089987	0.569376119	0.903089987	0.903089987	0.903089987	0.551082749	0.420073665	0.7919988	0.858367294	0.727818578	0.744323967	0.887521943	0.903089987	0.903089987	0.804094299	0.903089987	-1.066646164	-1.0390193	-2.594719566	-1.435382314	-0.927417768
U-937	0.903089987	0.735130573	0.903089987	0.903089987	0.342730483	0.903089987	0.214963756	0.903089987	0.679803457	0.27606174	0.537312671	0.903089987	0.84334298	0.357588013	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.877221074	-1.092498403	-2.365822305	-1.700782945	-0.295909562
