	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
NUGC-3	3.531130739	1.219861541	1.204613896	1.835121252	0.537517594	-0.150633304	-0.415969426	1.36216334	1.0187098	1.352994949	1.31866093	1.752648366	1.484246124	1.80401498	0.053158513	0.111786965	-0.703894507	0.933511646	2.11714217	2.321552857	0.739811095	0.331005357	-0.229954585	3.169049875	-1.348042689	-1.786779569	-2.415210633	2.477333419	-1.344863219	2.642391814	-2.135000793	0.963055397	-2.935040716	-0.008414021	0.562500819	1.285177694	0.05392678	1.526279316	2.081151318	-0.395974508	-1.736600316	1.86263822	2.361097106	-0.162758806	1.918709981	2.749762438	2.110745881	0.702120849	2.197801947	1.418472659	0.786928572	0.195700477	-1.770942586	1.496404198	3.031050631	1.193806044	0.869051922	0.931245497	2.213969862	0.754952773	-1.51592617	2.521462515	0.931066568	-0.453887677	1.668114248	1.851040386	1.138153377	1.3007845	0.451026111	1.415057802	2.005636193	1.403662783	1.461555975	2.404875727	0.637158212	1.146471854	2.966061937	2.211752354	2.251593227	-2.503599115	1.270875508	0.080552072	0.839741387	-0.116094732	0.059916135	-0.83930275	-1.629125461	-3.459483875	0.621888852	1.99537034	2.242269793	1.777351036	-2.461515111	-2.222442947	-1.316330071	0.628904445	0.665467697	0.585920583
NY	3.143748312	1.493965635	0.441386076	1.469132796	-0.550364894	0.222842579	1.31182166	2.486917864	1.309330113	1.096714301	0.110471922	0.601176045	1.649591154	2.033960445	0.77171654	1.459325004	-0.924584289	0.862317317	1.602099749	1.625107802	1.272768163	0.917590844	0.193581988	2.86006542	-1.77598518	-0.671404937	-2.771566193	1.543637198	-0.641141126	1.952281813	-0.880673208	0.680844762	-2.805736917	0.652234745	0.521235894	1.873968095	1.55657179	2.183041146	2.234677023	1.198791744	-1.52024436	2.114138155	2.32043064	-0.205208486	1.323257937	2.376554081	2.75726835	-0.30854712	1.116086875	2.221968263	-0.93957874	-0.861757077	-0.182174809	1.982520001	3.291659458	1.489181447	0.809362922	2.247885655	2.109466015	2.539331562	-0.927502313	2.555846478	1.339070599	0.598666257	0.780085394	2.475132848	1.457244299	1.61587557	1.91309325	0.266751488	2.048197052	-0.714727983	2.070393843	0.587659498	1.470839019	0.975974789	2.23985251	2.109519433	2.586142427	-2.377184677	1.479437181	2.385348544	1.446951086	0.019353899	-0.386389195	-0.560341507	-0.143201222	-3.838860082	0.284876334	2.076971667	1.999502652	2.256457325	-2.458162357	-2.090293216	-1.759389485	0.637599021	0.071322446	1.171673094
OAW-28	5.253219104	1.714526865	1.273077381	0.972715867	0.266575165	0.692348789	0.900136549	2.046536744	1.780308147	1.468943758	0.492865173	1.77913642	1.832424788	2.099116343	0.964092492	2.219345125	-1.049363173	2.139189563	2.39644998	1.447238589	1.763876181	1.360284582	0.7531878	3.323787696	-1.170281614	0.315801141	-1.546081407	2.36249814	-0.747544143	1.887623182	-0.547482916	1.301929735	-2.099366931	0.332911041	1.393264036	1.933341796	1.506165835	1.975152195	1.755083455	0.555609434	-1.343346663	3.605611808	2.181202777	0.160781897	2.470611409	2.41280247	2.610632293	0.812684407	2.270805981	0.361634844	1.141526977	0.024035594	-0.355907368	0.618126993	3.398843336	2.118627023	-0.105847554	2.136192497	2.310717643	2.621955653	-0.695119587	2.469925223	2.148103458	-0.018000638	2.067346399	1.812677418	1.866247208	2.175509611	1.765508694	1.948529943	2.891630811	1.040948718	1.2602835	1.480406527	2.363186931	1.390717333	2.43827471	2.091648215	2.125602661	-2.138902495	1.587025388	0.241538956	1.492770456	0.078533905	-0.531886532	1.798713981	0.856889939	-1.298465802	1.389808355	1.308181404	1.930635707	1.898460132	-1.390149276	-1.817710891	-0.573860659	0.661242446	1.164593225	0.827362692
OAW-42	4.420987537	0.864252968	0.886314693	1.561852856	-0.028422837	-0.227956396	0.544100196	2.237505583	0.777296789	1.26620554	0.26802788	0.563547034	1.149849362	1.458176729	-0.079970117	0.916714873	-0.419724771	1.345957641	2.269253812	2.139424951	1.12036511	0.935997113	0.096655711	2.627951088	-1.307059187	-1.134367198	-1.424832468	3.04080836	-0.812918926	1.684575746	-1.08838627	2.480630582	-2.661823017	0.782398012	0.443583172	1.758766706	1.306301778	1.54524539	1.888067465	0.106616255	-1.035543923	2.50837896	2.666371383	-0.0568878	1.88633767	2.261515553	2.537653448	-0.457029364	1.779373111	-0.051977232	0.925180141	-0.235889219	-1.048553214	1.956735937	1.48224837	0.952290539	-0.017069076	2.035828883	1.791375273	1.117536984	-0.668000937	1.646053825	1.692545484	0.145833916	1.022293164	2.366033297	1.626281266	2.104496817	1.606658104	2.507682351	3.061297071	0.321620253	1.984966381	1.252423204	0.721104295	1.570471385	2.616632381	2.529982939	2.884696865	-2.04625619	-0.059387599	2.46754529	1.635850945	-0.238315623	-0.308055933	0.073007942	-0.619540187	-1.569121163	-0.019588418	2.070760388	2.370370596	2.519096913	-0.632427008	-1.372077848	-1.426288657	0.368130152	1.292917638	1.571501346
OC-314	4.577639294	1.262717321	1.325173577	1.100615134	-0.735965418	0.063116017	1.06638578	2.458371687	1.664160431	1.152394016	0.595843506	0.622621072	2.024855049	1.979148777	-0.420187023	0.637444412	-0.721889168	0.861173386	2.14143834	2.046284056	1.38446219	1.420213312	0.204466276	2.818544107	-1.461362656	-1.210926801	-2.481107438	2.588180571	-0.841570105	2.231700803	-0.40874624	1.349335567	-2.500414817	0.413176319	0.761112815	1.583854896	1.383973223	1.46145871	1.765150401	0.827986773	-1.859423505	2.573990766	2.45398401	-0.173323825	1.524974261	2.619051647	2.972113396	-0.187545295	1.638784074	0.81853305	-0.584072226	-0.28439599	-0.442947448	1.816097052	3.036260585	0.885299747	1.438825002	2.594794007	2.973932655	0.915510825	-0.737592547	2.819928358	1.495829899	-0.150635475	2.279935285	1.679862348	0.911168595	1.536096542	1.148933869	1.6911344	2.803512895	0.463544847	1.544488189	2.543513383	1.081865338	1.301662644	2.36645326	2.839417323	2.816427944	-2.21990797	0.133842611	2.590703387	0.928659274	-0.106425588	-0.677468123	-0.6195758	-0.33365629	-2.203645437	0.605408488	3.159817208	2.435981201	2.984838658	-1.894761246	-1.829270177	-1.335167406	0.525896308	1.3096706	0.907644198
OCI-AML2	2.549679496	1.52183214	0.667870649	2.489609296	-0.591988545	0.028760718	1.931936854	2.519275408	1.662201763	0.651759192	1.280860807	1.043271325	0.958477064	2.189466098	0.353217348	0.890525178	-0.289002566	2.081057944	2.8012107	2.150778712	-0.862385501	0.432023122	0.683001469	2.700062212	-1.470362598	-0.80004166	-1.041546307	3.072852344	-1.34630942	1.341272906	1.015179855	0.9663556	-2.513362923	-0.252312499	0.400934151	1.482625772	2.215951113	1.315880142	2.507869098	1.901076756	-3.833978612	0.906464654	3.129141686	-0.302347567	2.240308953	3.074322865	2.226318157	-1.251033028	1.743448271	2.763764093	-1.38852762	0.316967656	-2.724435253	2.374054282	3.220262314	2.176966669	-1.496134936	2.321041258	0.728975014	0.190432919	-1.238327308	1.044691033	2.333129845	-4.983115731	2.447607264	1.768058002	2.154638287	2.532497504	0.98588756	1.864625118	2.995134912	1.632430442	0.760866995	2.809588675	-3.653272153	2.636628726	3.116719561	2.684680805	3.155106416	-2.314187222	2.66441315	1.273241544	1.405993642	-0.525247907	-0.348304174	0.876390196	1.148328463	-2.094493713	0.307943885	1.555811775	2.282879801	2.522314601	-1.774329649	-1.989108682	-1.892446456	0.222380924	2.397329861	1.09815225
OCUB-M	3.302070366	0.887702698	0.033852386	0.06277507	0.761599215	-0.082625828	0.575403708	2.614944402	2.019322984	0.613584273	0.191375338	0.874320782	0.009411596	1.812640502	0.258534202	1.735521963	0.034602847	0.830780155	1.467944447	2.509785205	1.647028816	2.780282483	2.219585289	4.994055609	-1.694043365	-1.084025953	-2.26010757	2.851766921	-1.819548825	0.611856649	-0.708973581	0.725954496	-2.989226336	-1.3511505	-0.091352541	1.35081479	1.442457875	0.445387666	2.358774065	1.405612765	-1.998730476	1.524234223	2.604657703	0.482072521	2.593868091	2.694161887	2.624059375	0.369746162	1.175751119	-0.148950847	1.347256182	0.133267605	-0.987259497	2.006104362	3.103632965	2.011341085	1.756934418	1.788314366	2.026069314	0.666822696	-0.64805162	1.958003209	1.940251422	-0.093860158	2.072563144	0.8235409	1.341805786	2.634891114	1.701608775	0.520310847	3.078181571	1.571581876	0.565595167	1.77609549	2.600366005	1.49159569	2.76178067	2.660320358	1.580669054	-0.403328417	1.140371319	1.090572942	1.29727323	-0.062869772	-0.614805943	1.151070598	-0.455464166	-3.224273458	-0.326387503	2.117718913	2.383562291	2.648079334	-1.456308395	-2.353341475	-1.402152741	0.549818551	1.75181756	0.352283615
OE19	3.730937904	0.890244624	0.46569571	2.102847142	0.516521193	0.88394692	-1.229820348	1.849803516	1.462030659	0.94941247	0.273480012	1.931347082	1.263155924	1.927816268	0.331128262	1.692760894	-0.224406908	1.459184727	2.643469733	0.598189836	1.899307006	1.937736857	-0.080218534	4.321971001	-1.54024362	-0.467840691	-2.157530688	2.458715648	-0.6985744	2.82953278	-1.306972328	1.472804202	-2.33153859	1.567919036	0.577148703	1.34797711	0.879937947	1.487322666	1.838236951	1.302345789	-0.153561317	3.013761802	2.984385255	0.04117242	2.542465865	2.564548002	2.499750397	0.501434672	1.418554307	1.18053053	0.188817343	0.74171982	-0.437753203	1.551799762	2.827230151	2.272728168	0.754825524	2.336854354	2.913848014	1.029232755	0.218845767	2.596424783	1.579989383	0.004643911	1.764772999	1.007463745	0.665716982	2.671717983	1.967521641	2.647626799	2.989539028	1.738384832	1.075946339	2.311454207	1.148012731	2.386350028	1.683707157	1.149953158	2.947333856	-0.856231549	1.218115243	1.94740816	2.21775691	-0.092942928	0.776522877	-1.511816007	-0.379247656	-1.437449591	0.759976691	2.676474376	2.067150966	2.254499091	-1.510265141	-1.878003993	-1.709881651	0.942634001	1.498572196	1.182728929
OE33	3.123161017	0.276292504	1.128872938	1.91302337	-0.407621852	-0.097376206	1.139438889	2.491193058	2.215697051	1.01436425	0.203691929	1.577508693	2.511267887	1.720412423	0.439736192	1.57700578	-0.429040822	1.085099095	3.140667862	2.151671187	1.181016505	1.352382159	0.255857211	2.624758589	-1.423509607	-0.723601054	-1.774267979	2.661550715	-0.370567847	1.568583507	1.076142205	1.122320738	-2.117325442	0.709453477	0.977328919	1.165435322	1.238745534	0.696177095	1.398174169	1.334546554	-1.213478281	1.869275977	2.771459356	-0.28644544	2.248749467	3.004553022	1.746774098	0.459008009	2.165827884	1.535110694	-0.550266309	0.697760532	-0.471345013	2.263461192	2.97819265	1.673416549	1.823956914	2.127541351	3.006729272	1.281013244	-0.600156756	2.508551375	0.918478108	0.234156819	2.327673369	2.608544205	1.112123069	2.730045035	0.688563044	2.158383208	2.659665008	1.409684276	1.64098474	2.684213504	0.82458451	1.842190768	1.858345219	2.82931433	1.748858278	-1.592541362	0.672569715	1.488485273	0.788443392	0.258448646	-0.157745745	-0.070067335	-0.638801148	-1.328861204	1.098903145	2.54518976	2.280951968	2.372606344	-1.543784423	-1.68980856	-1.372529949	0.688164361	1.470028191	1.842868701
OMC-1	3.561993876	0.966187528	2.620988479	2.04583916	-0.24035811	-0.138235934	0.318415594	2.428792324	1.169932007	2.117318059	2.103585233	1.445634305	2.216352836	1.920607414	1.075330509	0.45484964	-0.835599521	0.997515576	2.55545735	2.164253567	0.921670845	1.101151922	-0.079689563	2.395377707	-1.26651606	-0.999206069	-1.940545873	2.695329271	-0.764034739	2.20771993	-1.112711972	1.082037753	-1.439719214	1.566511054	0.933220234	1.556426736	1.633728982	2.423231618	1.573143599	0.300785844	-0.234086897	2.987434437	3.144277717	0.598342708	2.251459899	2.84592566	2.83157049	0.071445785	2.442010511	0.242236867	1.391308842	1.478056125	-0.409437203	2.45780971	3.282137118	1.778628296	0.26955095	1.706397579	3.068923282	1.145005241	-0.142038616	2.842078245	2.257834907	-0.999001082	2.440714576	2.113266526	2.568021924	2.846360389	2.637303185	2.735346902	2.946522159	1.479889716	2.274484889	1.423377147	0.703362931	2.426973065	2.648920047	2.709412572	2.459723288	-1.106762572	-0.124306807	2.712568156	1.499629703	0.242759758	-0.247594758	-0.928225848	-0.300162631	-1.081131815	0.812311348	2.718366856	2.280721792	2.762686174	-0.841337854	0.102050517	-1.756646481	0.835945219	1.657514857	1.271260501
ONS-76	4.707337433	1.996727945	2.418764465	2.099433016	-1.207881962	0.744919267	1.617743036	1.804744595	0.627562041	0.998658424	0.139538383	0.610304481	1.313987921	2.11125748	-0.068587259	0.224147199	-0.764842092	0.876216478	2.084331656	2.2609944	0.086534913	0.596496088	-0.408904324	2.381824679	-1.302527324	-1.536797494	-2.402696872	2.363918283	-1.723259658	2.104393455	-1.988655279	0.926917318	-2.387298961	-0.122463227	0.808811368	-0.076497499	1.766322127	0.616837573	0.976669226	1.56973569	-2.061631083	3.426448831	2.213615043	-0.402145833	2.802631711	2.77041705	1.933440816	-0.866419663	2.362228443	1.065804694	-1.195356041	-0.555314982	-0.482062098	1.518267885	3.075814232	2.158563875	2.029660061	1.631462399	0.745862555	0.48084781	-1.69120612	1.052876181	1.774311843	-1.838434555	1.964260089	1.650949627	0.886160953	2.561621292	-0.168885832	2.241850265	1.636545382	0.182732009	0.933532058	1.842475231	-0.300645132	0.891941847	2.694232677	0.902834387	2.990277763	-2.618700615	2.268104669	-0.611664691	1.255191397	-0.446029119	-0.48776699	0.660818141	-1.481058837	-2.000846359	0.166466378	2.803450791	1.758965613	2.183479349	-2.426919647	-2.481496131	-1.529661601	0.262207031	0.462982672	0.837967728
OPM-2	3.821084409	1.857076645	1.806802282	2.600712455	-0.222358775	0.256515601	1.774141165	2.686439263	2.135443339	0.789556488	-0.213526962	1.859045736	2.634725647	2.270066811	2.017308292	2.29569366	-0.54364853	2.508610004	2.806398348	2.090527301	2.343327079	2.780822311	2.08692396	1.459734544	-1.326999384	-0.685308007	0.096059425	3.058044205	-0.299463417	1.281020193	0.00854431	1.87604576	-1.19071213	1.391142942	1.512784483	2.101153618	2.333516801	3.073740042	2.239517669	1.563379356	1.246342213	1.58007103	2.994847409	-0.289140237	2.946748427	2.659830474	2.798695266	1.216563943	0.322633462	1.878534267	0.686001141	0.219586239	0.802675656	2.066466518	3.086701561	2.343748345	1.224036414	2.388393383	3.077318628	1.568761133	-0.292968977	2.64200616	1.180043252	1.422021714	0.13047596	1.317349361	0.462365106	2.173892733	2.829240066	2.095453938	2.984373963	-0.438032455	1.865349087	2.847629831	2.098880087	2.858184056	3.023411391	2.886279434	2.983108429	0.839289721	0.455939285	2.608522924	2.545502452	-0.464374586	1.043886286	2.008725764	-0.145970718	-3.664780957	3.26634617	2.444220636	2.33691559	2.732221284	-1.040161342	-2.202543574	-0.507749313	0.688938274	2.262793247	2.836081072
OS-RC-2	3.463997932	0.930596227	1.010156805	0.718930335	-0.207537173	0.033184007	0.955298029	3.012851955	1.004515319	0.068030059	0.087423045	1.932416315	2.235034447	1.728508975	0.480474317	0.441966728	-1.23969881	2.312056139	2.829249186	1.988830734	1.144576593	0.588108993	0.199282103	3.243124879	-1.499563691	-1.783236595	-1.341272906	1.978680837	-0.738757497	1.687486387	-1.321364413	0.970549582	-2.918586601	1.049896921	0.829617548	1.597922271	1.533024343	1.710749806	1.079372053	0.875000019	-2.175172164	2.62599546	2.747796387	-0.408609872	2.565321481	2.498619928	2.165218135	-0.24688599	1.787766286	0.493025428	0.72597925	-0.474801128	-0.578883709	1.08034661	3.07796399	1.043593137	0.742413822	1.82672033	0.758826679	1.79071558	-0.365698103	2.514456477	1.181014768	-0.864420605	1.281606925	2.400564052	1.01379489	2.41256882	-0.282649272	1.381761312	2.463179761	-0.233741199	1.246041247	2.314778297	1.264668137	1.959730398	2.290117753	2.497134207	1.661398318	-2.001398782	2.346513498	0.380820237	1.066936465	-0.503218753	-0.132385553	-0.610678843	-1.769802998	-1.614873219	1.176607114	2.098388466	1.962663188	1.203003532	-1.155918627	-1.464179982	-1.469087944	0.272191026	1.540793437	1.055991376
OVCAR-3	4.672008879	0.265797343	1.967012648	0.361947623	-0.562489093	0.480172482	1.301217926	2.763342393	2.165242021	1.266596839	1.083971666	1.186175055	2.517323254	1.843994827	2.091074078	1.89340755	-0.758030183	2.200602278	2.734302423	2.078872574	1.408838705	1.289125431	0.443828114	2.313341216	-1.482432076	-0.222600677	-2.280989318	2.912628081	-0.327523184	2.354145354	-1.041896348	1.373049799	-2.383821999	1.346623849	0.763808906	1.731094331	1.659300241	2.354868889	2.121004351	1.169673602	0.030965197	2.337528813	2.855226076	-0.246648431	2.728001679	2.381032092	2.187097022	0.095875718	1.880565462	0.532481516	-0.091501939	0.08882929	0.052259089	1.631324293	2.860706872	1.736919957	0.865126334	2.007339062	1.594592969	2.358399269	-0.287599795	2.348828721	0.676804521	0.248165421	1.558762371	2.281811871	0.769529433	2.141805319	1.601184691	1.51387934	2.674422769	0.953146534	2.552310452	2.266597233	1.923174963	1.363321169	2.944817119	2.172763133	1.805262708	-1.299958472	1.313491957	2.007127995	1.11933974	-0.417018682	-0.421163588	-0.226645696	0.35969181	-3.556265097	1.725042871	1.830037905	1.699597992	2.492215822	-2.553336256	-2.206876964	-0.851462561	0.85801563	0.360563873	1.151590014
OVCAR-4	2.875404701	1.483815304	0.755721908	1.715446917	-0.49456891	-0.086655212	1.036768199	1.830533869	1.029659667	1.195216632	0.190871556	0.787352009	1.539172216	2.055036322	0.644472599	0.301972771	-0.491068062	1.642519971	2.472928804	2.148445247	1.180194386	1.34812477	0.783536732	1.972189003	-1.437302799	-1.134537441	-2.13561836	2.581000814	-0.804711629	1.727615632	-2.231335995	1.089634432	-2.79265119	1.239118158	0.663313163	1.505557389	1.704741341	1.559475049	1.941114799	0.854518691	-0.203961192	2.238875347	1.983815935	-0.330435128	1.516354384	2.610635767	2.709123767	0.711062104	0.82956413	2.274926567	0.644850001	0.266631189	-0.156825909	1.848690419	3.061713993	0.864112256	1.227532919	1.524847881	1.936483483	0.707541278	-0.685546434	1.987467049	0.548493085	0.402762531	1.954354701	1.620727074	0.993360466	1.913335587	1.626313838	1.37992251	1.699492024	-0.381056927	0.913150618	1.351603904	0.966138887	2.688098702	2.995687769	2.621679441	2.725481034	-0.724581257	1.135208861	1.570748899	1.123691371	-0.174214626	-0.215003998	0.229443421	0.161607925	-2.533409088	0.344766412	2.462621693	1.879127948	2.088324994	-1.553702406	-2.758152139	-1.413626367	0.594270329	1.241153176	0.974602853
OVCAR-5	4.705984171	1.990857586	2.352818585	2.049865757	-0.857182219	-0.367211619	1.119233338	2.676502605	1.620933798	0.869895322	-0.299239321	0.357427833	2.859910811	1.898912233	0.676600836	0.943308895	-0.351186153	2.212569262	2.635524315	2.226106221	0.249655486	0.604646058	-0.658306181	2.660526214	-2.022702229	-1.450135767	-2.608225867	2.55332149	-0.932506254	2.828232937	-2.736454353	2.395069358	-2.546669836	0.186810469	1.372161233	1.521063873	1.853794248	3.008268411	0.643406406	1.534257305	-0.514608126	2.791877712	2.57823957	-0.741556091	2.948391797	2.465059822	2.736461736	-0.297952072	0.682348724	1.010441268	1.166392942	-0.160100055	-0.312375426	1.892624083	2.589515592	2.275908072	1.027061283	2.103573395	2.622406884	1.816753271	-0.507156501	2.31904828	1.578961408	-2.106620083	2.189835683	2.321730483	0.526793561	2.924825675	-0.045706888	1.674223902	3.179618865	0.280293659	2.99416383	1.38208877	-0.630428384	2.49733572	3.166727268	1.110506625	3.184564176	-1.363226492	-0.026793798	2.425728377	1.32228946	0.050725595	-0.239792224	-1.458463798	-0.907678942	-3.399603352	1.705988201	3.112412228	2.397553522	2.445262508	-1.866563808	-0.957965031	-1.741784923	-0.239490823	1.876823263	1.488134422
OVCAR-8	3.789818247	1.908245655	1.121559854	1.61032038	-0.448748237	0.301669633	1.201016201	2.108895786	1.920818046	0.934746779	0.524014076	0.769066909	2.109132042	1.978843264	-3.322094381	1.640291172	-0.272301772	1.365112633	2.72712701	2.070659197	1.167910367	1.297950729	-0.676134404	2.77291598	-1.829205797	-1.504973263	-2.582496524	2.194962964	-1.208138196	1.867391574	-2.398534159	1.054220323	-2.973595209	0.038003807	0.629011716	1.670232302	1.89737483	1.05159371	2.37253816	1.277094605	-2.102148587	3.31713387	3.019797627	-0.385065899	1.966984853	2.920794988	2.072706896	-0.122979168	1.798528972	2.163268152	0.9995965	0.307817506	-0.755617243	2.16305144	2.748883426	1.65663845	1.432389192	2.15477509	2.768883556	0.824920654	-1.507662848	1.433831918	0.713542359	0.209636986	1.678363597	1.772113444	1.486847548	2.255008519	1.864728914	2.147483285	2.20476195	1.083291561	1.323228839	2.578438043	0.823137875	0.738368369	1.890347077	2.623482632	2.283548615	-2.138334872	0.625870898	1.579580712	0.692350092	-0.337196659	-0.326987698	-1.064388025	-0.865375185	-1.602444145	0.648379512	2.201757935	1.977365794	1.874904434	-2.183477612	-2.180391081	-1.483934735	0.188864247	0.072141959	1.250066722
P12-ICHIKAWA	3.635519932	1.169330075	2.724356211	2.547251594	-0.239272808	0.070443868	1.65826662	2.661764822	2.001260242	0.64009578	2.241008602	0.786396127	2.523647885	2.352143691	0.743960345	2.227781295	-0.302551251	2.610852046	2.471122139	2.70877416	2.476658959	2.749603052	-0.785500612	1.792561331	-1.527244752	-0.711530707	-0.15735488	3.03332894	-1.307413571	0.994319388	-0.326236369	0.975412378	-1.957901584	-0.499233667	1.138681479	2.195439385	2.334827936	1.213870014	2.43834246	1.894919764	-1.072105438	2.156841897	2.936249792	0.580935317	2.637671033	3.282300412	2.375602542	-0.262561415	2.610361293	0.511780435	-1.525635257	1.045696425	-2.319954653	2.201184666	3.104753879	2.529166031	-1.393386073	2.077621806	2.800286521	-0.01627258	-1.133775255	1.786071669	1.507023133	1.146124852	2.024550152	1.207633111	2.454124287	2.254240686	0.493350714	2.137137522	1.551960886	0.943959468	0.899421266	2.208500357	2.604637726	2.639487686	2.28108356	1.880669259	2.942195283	-3.564347318	2.273593717	2.038061922	1.949970064	0.142502877	-0.28759632	2.150772632	1.275030838	-1.610056024	1.017701803	1.944996523	1.819953153	2.302436951	-1.427578946	-1.599376289	0.450320383	0.043744312	2.301300402	1.13130629
P30-OHK	2.857277249	0.656673234	0.676748497	0.239019549	-0.881409771	-0.821501019	1.223237312	2.378905351	1.830730171	-0.369700995	1.293592584	-0.043425105	2.880174991	2.36977735	0.85100438	-0.006464039	-0.406667273	1.635998605	2.589685401	2.547852419	3.013625434	0.815286699	-1.300342823	2.669193863	-1.721924637	-1.339699458	-0.305739841	2.92029555	-1.239777852	1.933926791	0.51904401	0.787474481	-2.347743854	0.083229063	1.685513822	1.198212395	1.338697106	0.793086868	2.360379217	1.647912606	-2.836052409	0.994145236	2.919204168	-0.524589951	1.183175818	2.381336966	1.440785407	-1.379479963	0.821362913	0.304088653	-1.853835506	-0.21292199	-2.315007604	2.443271702	3.31437914	0.670651002	-0.300445791	1.660495854	0.800510264	-0.071209963	-0.618887443	1.724648098	1.30979698	1.495498694	0.756769426	2.58417681	2.144695115	1.130890671	0.028013731	0.737939721	2.564220544	-0.804868409	0.551467567	2.632406949	2.307169458	2.35810612	2.919464744	2.571319522	3.033167383	-1.883916913	-0.80803789	2.018161246	1.34059671	-0.656625462	-0.444740133	1.384960326	-0.541520487	-2.682004248	-0.578600984	2.658839414	2.060840667	2.773079709	-2.020926399	-1.995485428	-0.570172196	-0.175552253	0.870695292	1.295310653
P31-FUJ	3.956048368	2.830299744	2.02259713	2.99396836	-0.465179334	0.788625361	1.662193945	2.85798732	1.160372752	2.773728979	2.784069097	2.145881607	2.786022119	2.333178051	2.662336788	1.740034717	0.033881918	2.837968516	2.713263027	2.576300011	1.917511328	2.496741605	2.451534155	4.243618197	-0.924566917	-0.415765308	-0.314252447	3.180562153	1.646681815	1.775181735	1.208771397	2.566749875	0.790806822	3.380042294	0.890288053	2.080882924	2.463562375	3.448809785	2.484150973	1.160867847	1.809427592	3.29462569	2.814452339	0.666408814	2.974478998	3.487796401	2.155183326	-0.30823356	2.830895596	0.545120788	-0.120769478	2.098214748	0.538793986	2.233440586	2.90447507	2.347319548	1.349191398	2.159976635	2.914287954	3.192397546	1.524913894	1.812822038	1.869305509	-0.110031981	2.06886643	2.131323622	2.578416328	2.714045192	2.788589668	2.046800361	2.784965915	2.152629675	3.159358159	2.630648057	0.81626777	2.204658154	2.487314374	2.639455983	2.961584795	-1.535653996	1.323151535	2.46905924	3.172503819	0.315149699	0.498381581	1.896434148	0.621578331	-1.14227266	3.368560851	2.944940893	1.967056946	2.311676566	-1.927218678	1.056362697	0.044406176	0.217958937	2.151417559	0.799176111
PA-1	3.598574066	0.957901624	0.184873515	1.983978167	1.028443642	-0.095159567	1.635499166	2.55904636	1.22772922	0.003960766	1.098475365	0.110424149	1.26713493	1.769896805	0.304333595	0.954131948	-0.015277611	1.439896406	1.642366665	1.076641644	0.928260157	0.259943488	-0.386451733	2.077836348	-1.51728638	-1.364288343	-3.212620468	2.22635898	-1.351822354	1.475578475	-1.817475937	0.365831865	-3.760289696	-0.878786633	0.46281156	0.815394838	1.641950177	0.522553109	2.216641641	1.466313671	-2.046087684	1.433571775	2.863046851	-0.989849629	2.04966323	2.91506621	2.634323925	-0.71826618	2.423431828	0.79015538	1.160932991	-0.732845881	-1.628775419	2.351807113	3.097346118	1.346094009	0.639997195	2.08239644	0.332173609	0.394615601	-1.057027602	0.927653448	2.186838183	0.959326544	2.093855734	2.344310756	0.937865882	0.91458379	0.625581224	2.552280052	2.886420146	1.409651704	1.223745437	2.449360511	2.233925259	0.478324125	2.870939285	2.506573597	2.298077937	-3.049177214	0.711633201	2.163685075	0.518591041	-0.696197941	-0.873985941	0.133195078	-1.392953081	-3.15606447	0.125980578	1.604832764	2.239290967	2.562426908	-1.952279642	-2.505400134	-1.55981293	-0.257678642	1.199097053	1.065895896
