	AICA_Ribonucleotide	AKT_inhibitor_VIII	AS601245	AZD6482	AZD7762	AZD8055	Afatinib	Avagacestat	Axitinib	BAY-61-3606	BMS-754807	BX795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin_1	CCT-018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	Dacinostat	Dactolisib	Docetaxel	Doramapimod	Doxorubicin	EHT-1864	Elesclomol	Embelin	Epothilone_B	Etoposide	FH535	FTI-277	GSK1904529A	GSK650394	GW441756	Gefitinib	Gemcitabine	IPA-3	JNK_Inhibitor_VIII	JNK-9L	KU-55933	LFM-A13	Lenalidomide	Lestaurtinib	Linsitinib	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	Motesanib	NSC-87877	NU7441	Navitoclax	Nilotinib	Nutlin-3a	OSU-03012	Obatoclax_Mesylate	Olaparib	PAC-1	PD0325901	PD173074	PF-4708671	PF-562271	PLX-4720	Palbociclib	Pazopanib	Pictilisib	Ponatinib	QS11	RO-3306	Refametinib	Rucaparib	SB216763	SB590885	SL0101	SN-38	STF-62247	Selumetinib	Serdemetan	Shikonin	TW_37	Tanespimycin	Temsirolimus	Thapsigargin	Tipifarnib	Tretinoin	VX-702	Veliparib	Vinblastine	Vinorelbine	Vismodegib	Vorinostat	Wee1_Inhibitor	ZM447439
PF-4708671	0.370044053	0.642105263	0.726829268	0.47826087	0.479452055	0.561983471	0.575875486	0.515418502	0.600877193	0.648760331	0.726851852	0.614678899	0.258928571	0.426008969	0.491039427	0.485185185	0.166666667	0.39453125	0.229665072	0.79	0.4	0.02259887	0.230769231	0.095477387	0.631067961	0.714285714	0.283636364	0.536	0.242957746	0.554585153	0.388888889	0.137931034	0.287449393	0.230769231	0.365296804	0.42920354	0.592057762	0.623893805	0.661764706	0.577075099	0.253658537	0.251082251	0.5	0.738916256	0.307359307	0.376190476	0.471153846	0.525490196	0.78817734	0.606965174	0.695067265	0.537254902	0.261061947	0.708737864	0.48828125	0.305019305	0.42745098	0.779411765	0.407114625	0.576190476	0.5625	0.425925926	0.409090909	0.410958904	0.598290598	1	0.743961353	0.668141593	0.706467662	0.733333333	0.675213675	0.744292237	0.379310345	0.603686636	0.380165289	0.564444444	0.570135747	0.652360515	0.220973783	0.493927126	0.692307692	0.631147541	0.740540541	0.232365145	0.318021201	0.246696035	0.219512195	0.139240506	0.669811321	0.180412371	0.614634146	0.729064039	0.461267606	0.449477352	0.52360515	0.404145078	0.478764479	0.549618321
PF-562271	0.355648536	0.585365854	0.675799087	0.561946903	0.56744186	0.533333333	0.601532567	0.59375	0.657894737	0.641434263	0.68558952	0.697674419	0.316964286	0.504545455	0.494773519	0.468085106	0.217021277	0.380597015	0.279620853	0.65625	0.484162896	0.021052632	0.251162791	0.143564356	0.630841121	0.648401826	0.345588235	0.53875969	0.293286219	0.583690987	0.44	0.196078431	0.340080972	0.273722628	0.424657534	0.520361991	0.681481481	0.645021645	0.692307692	0.560606061	0.273584906	0.268907563	0.578512397	0.718309859	0.329113924	0.417840376	0.56372549	0.546153846	0.701357466	0.6	0.7	0.557692308	0.324444444	0.798029557	0.509578544	0.35	0.52016129	0.799043062	0.430232558	0.6	0.519417476	0.479262673	0.422907489	0.497674419	0.605809129	0.743961353	1	0.756756757	0.72815534	0.729357798	0.666666667	0.73245614	0.402255639	0.618834081	0.399193548	0.644144144	0.658986175	0.566929134	0.269662921	0.521912351	0.665048544	0.65060241	0.683417085	0.286307054	0.403636364	0.321428571	0.27755102	0.18907563	0.631111111	0.21	0.694581281	0.700934579	0.480968858	0.469178082	0.642857143	0.486910995	0.523076923	0.611538462
PLX-4720	0.343873518	0.495614035	0.589211618	0.518518519	0.555066079	0.490842491	0.578181818	0.600858369	0.614754098	0.609022556	0.595238095	0.642241379	0.323404255	0.482905983	0.488294314	0.457627119	0.212851406	0.354385965	0.3	0.668103448	0.542600897	0.024390244	0.223175966	0.117647059	0.615044248	0.551440329	0.354609929	0.46975089	0.308219178	0.558704453	0.388127854	0.203703704	0.334615385	0.25862069	0.438596491	0.504273504	0.609589041	0.699570815	0.657657658	0.539568345	0.238095238	0.272	0.496240602	0.605042017	0.324	0.388646288	0.515837104	0.514492754	0.619834711	0.530434783	0.621513944	0.519855596	0.297520661	0.708520179	0.474820144	0.390151515	0.53515625	0.682403433	0.431226766	0.5	0.495454545	0.452586207	0.37804878	0.495575221	0.555984556	0.668141593	0.756756757	1	0.624454148	0.651260504	0.606870229	0.68442623	0.40433213	0.604255319	0.390804598	0.628205128	0.663716814	0.562264151	0.272401434	0.474074074	0.624434389	0.65503876	0.610091743	0.309236948	0.410526316	0.316455696	0.246212121	0.200803213	0.616033755	0.205607477	0.658986175	0.688888889	0.455737705	0.444805195	0.684210526	0.421800948	0.566539924	0.531690141
Palbociclib	0.423255814	0.615789474	0.638497653	0.587677725	0.556097561	0.573839662	0.581027668	0.527027027	0.585903084	0.648535565	0.688073394	0.709359606	0.300469484	0.422727273	0.522222222	0.483146067	0.212669683	0.369649805	0.305699482	0.672985782	0.448598131	0.023255814	0.287179487	0.163934426	0.599033816	0.657004831	0.364705882	0.528225806	0.298507463	0.553097345	0.443850267	0.20212766	0.304166667	0.249056604	0.342465753	0.485981308	0.585454545	0.601769912	0.661691542	0.563492063	0.285714286	0.256637168	0.568965517	0.689320388	0.356164384	0.463917526	0.505	0.505882353	0.696682464	0.62244898	0.734883721	0.529644269	0.314553991	0.743718593	0.463035019	0.326693227	0.447580645	0.754901961	0.4625	0.567307692	0.528497409	0.492610837	0.44549763	0.468599034	0.632743363	0.706467662	0.72815534	0.624454148	1	0.631818182	0.592592593	0.683035714	0.431451613	0.587962963	0.376569038	0.542222222	0.576036866	0.589958159	0.268774704	0.529411765	0.616915423	0.578313253	0.609137056	0.280701754	0.362962963	0.323809524	0.277056277	0.177777778	0.677884615	0.210810811	0.671794872	0.655502392	0.438596491	0.427083333	0.5625	0.477777778	0.442748092	0.604
Pazopanib	0.329268293	0.56937799	0.712962963	0.47107438	0.484716157	0.5390625	0.559259259	0.538461538	0.7239819	0.583969466	0.669527897	0.642857143	0.262711864	0.452173913	0.444816054	0.478723404	0.165322581	0.418250951	0.252293578	0.654867257	0.390756303	0.020725389	0.225225225	0.098591549	0.622119816	0.669724771	0.285714286	0.581027668	0.246621622	0.556485356	0.412621359	0.143518519	0.309803922	0.230769231	0.438356164	0.418410042	0.565068493	0.589211618	0.628440367	0.560150376	0.224215247	0.29787234	0.492248062	0.71627907	0.341772152	0.361607143	0.443946188	0.488970588	0.707207207	0.614285714	0.614754098	0.5	0.248962656	0.695852535	0.613821138	0.351145038	0.450381679	0.67699115	0.393258427	0.577272727	0.511961722	0.421052632	0.417391304	0.400862069	0.572580645	0.733333333	0.729357798	0.651260504	0.631818182	1	0.751072961	0.679324895	0.377289377	0.647058824	0.383399209	0.533333333	0.585152838	0.578740157	0.225806452	0.492248062	0.671497585	0.574144487	0.707070707	0.232283465	0.379432624	0.245833333	0.215384615	0.144	0.622807018	0.183574879	0.584474886	0.595652174	0.465986395	0.454545455	0.578723404	0.393203883	0.466911765	0.545787546
Pictilisib	0.34469697	0.521367521	0.700854701	0.471264368	0.508196721	0.562962963	0.537671233	0.486590038	0.662601626	0.554385965	0.661354582	0.62962963	0.253846154	0.459677419	0.533333333	0.463815789	0.182835821	0.432142857	0.303030303	0.601593625	0.354716981	0.018099548	0.239669421	0.114893617	0.576763485	0.606557377	0.297385621	0.579335793	0.26433121	0.6	0.399122807	0.136363636	0.355805243	0.258278146	0.383064516	0.456349206	0.57980456	0.550943396	0.576131687	0.543554007	0.228571429	0.285714286	0.464539007	0.718614719	0.378486056	0.326693227	0.440329218	0.503472222	0.674897119	0.561702128	0.568773234	0.524475524	0.27027027	0.596774194	0.539855072	0.399267399	0.489051095	0.615079365	0.388888889	0.543209877	0.502183406	0.425101215	0.399209486	0.362934363	0.536764706	0.675213675	0.666666667	0.606870229	0.592592593	0.751072961	1	0.644787645	0.364864865	0.633333333	0.369565217	0.511450382	0.515503876	0.594795539	0.22923588	0.490974729	0.640350877	0.51369863	0.605263158	0.24	0.371710526	0.238636364	0.237410072	0.162962963	0.560784314	0.17167382	0.518218623	0.592741935	0.461783439	0.451104101	0.534615385	0.35193133	0.452380952	0.530612245
Ponatinib	0.369047619	0.587155963	0.596707819	0.526530612	0.52991453	0.525925926	0.556737589	0.530364372	0.65560166	0.659003831	0.731914894	0.621848739	0.362068966	0.448559671	0.480263158	0.45	0.213438735	0.401433692	0.254310345	0.640167364	0.454166667	0.018957346	0.228813559	0.12	0.629955947	0.668122271	0.362676056	0.577358491	0.329896907	0.56	0.391891892	0.188340807	0.308550186	0.284722222	0.326693227	0.519148936	0.649305556	0.691983122	0.695454545	0.519298246	0.248927039	0.26171875	0.509363296	0.712389381	0.3125	0.386266094	0.545454545	0.602272727	0.711206897	0.630136986	0.709543568	0.619771863	0.291497976	0.746606335	0.471631206	0.372693727	0.485074627	0.821100917	0.418181818	0.659090909	0.484444444	0.568807339	0.445378151	0.465811966	0.563218391	0.744292237	0.73245614	0.68442623	0.683035714	0.679324895	0.644787645	1	0.392226148	0.605042017	0.347985348	0.642553191	0.621276596	0.630350195	0.272084806	0.515037594	0.596491228	0.636363636	0.603603604	0.303149606	0.408304498	0.304526749	0.260377358	0.192156863	0.686956522	0.200913242	0.68202765	0.696035242	0.476973684	0.465798046	0.594262295	0.431924883	0.550185874	0.582733813
QS11	0.247104247	0.479452055	0.345588235	0.517241379	0.467248908	0.517509728	0.567669173	0.441295547	0.391143911	0.562737643	0.370106762	0.378787879	0.386792453	0.460176991	0.320987654	0.638888889	0.272321429	0.543933054	0.233944954	0.406844106	0.535211268	0.026595745	0.240740741	0.16751269	0.438016529	0.417322835	0.465863454	0.552941176	0.471774194	0.426356589	0.427860697	0.221105528	0.2890625	0.46835443	0.466981132	0.515837104	0.466019417	0.408921933	0.43852459	0.59922179	0.239631336	0.419811321	0.56147541	0.398467433	0.447004608	0.433333333	0.507109005	0.432142857	0.404494382	0.43776824	0.439114391	0.458483755	0.343891403	0.42745098	0.46641791	0.446280992	0.480314961	0.420454545	0.614035088	0.465811966	0.431192661	0.441441441	0.526066351	0.479262673	0.544	0.379310345	0.402255639	0.40433213	0.431451613	0.377289377	0.364864865	0.392226148	1	0.38996139	0.537777778	0.433070866	0.453441296	0.521072797	0.426160338	0.567901235	0.362549801	0.428571429	0.415254237	0.417431193	0.527777778	0.398104265	0.380530973	0.258928571	0.458167331	0.223350254	0.417355372	0.380228137	0.525	0.512367491	0.462151394	0.481675393	0.519230769	0.571428571
RO-3306	0.31779661	0.544554455	0.701923077	0.497797357	0.588235294	0.5	0.534090909	0.489177489	0.697674419	0.534615385	0.560669456	0.700483092	0.317757009	0.514285714	0.485714286	0.479704797	0.197368421	0.39453125	0.419889503	0.570175439	0.451612903	0.02259887	0.230769231	0.129533679	0.688442211	0.66507177	0.327067669	0.494163424	0.283636364	0.695238095	0.439790576	0.178571429	0.407079646	0.258426966	0.397196262	0.523584906	0.505119454	0.581896552	0.720812183	0.494382022	0.229665072	0.313636364	0.464285714	0.59009009	0.411214953	0.42364532	0.492682927	0.562248996	0.627802691	0.591133005	0.594936709	0.568	0.266666667	0.668246445	0.56147541	0.438297872	0.491803279	0.635135135	0.390625	0.583732057	0.546391753	0.473684211	0.435185185	0.464454976	0.526530612	0.603686636	0.618834081	0.604255319	0.587962963	0.647058824	0.633333333	0.605042017	0.38996139	1	0.357723577	0.607305936	0.652380952	0.54	0.249042146	0.543933054	0.746031746	0.524904215	0.677083333	0.280172414	0.423664122	0.298165138	0.239669421	0.194690265	0.638888889	0.22459893	0.599033816	0.588235294	0.476868327	0.464788732	0.658878505	0.449197861	0.532	0.520599251
Refametinib	0.253164557	0.439613527	0.343873518	0.481818182	0.441860465	0.497942387	0.521400778	0.386554622	0.355212355	0.452830189	0.359848485	0.362903226	0.353535354	0.527638191	0.322368421	0.477099237	0.282178218	0.491304348	0.259067358	0.338521401	0.497512438	0.024539877	0.273684211	0.139664804	0.418502203	0.352226721	0.424369748	0.474103586	0.436440678	0.425	0.418478261	0.225988701	0.327510917	0.4	0.439393939	0.471428571	0.503521127	0.368217054	0.382978723	0.509803922	0.285714286	0.403061224	0.517094017	0.395061728	0.432835821	0.455026455	0.397129187	0.409774436	0.374015748	0.373333333	0.373584906	0.410447761	0.302884615	0.352	0.462151394	0.414847162	0.452282158	0.374015748	0.480519481	0.415178571	0.489583333	0.38028169	0.472636816	0.560846561	0.451612903	0.380165289	0.399193548	0.390804598	0.376569038	0.383399209	0.369565217	0.347985348	0.537777778	0.357723577	1	0.390946502	0.359183673	0.495967742	0.424657534	0.485355649	0.373913043	0.371428571	0.381165919	0.400990099	0.508403361	0.379487179	0.324074074	0.248780488	0.354581673	0.228571429	0.396475771	0.36437247	0.496268657	0.494423792	0.397540984	0.468571429	0.430232558	0.484848485
Rucaparib	0.307053942	0.556650246	0.504201681	0.54954955	0.56937799	0.463601533	0.526119403	0.480851064	0.669683258	0.515037594	0.545081967	0.534482759	0.415841584	0.511737089	0.409395973	0.451612903	0.242152466	0.42687747	0.292079208	0.508333333	0.541062802	0.022099448	0.238095238	0.162303665	0.743589744	0.607305936	0.422310757	0.503875969	0.367816092	0.585903084	0.43814433	0.236842105	0.36440678	0.317829457	0.396313364	0.602941176	0.523972603	0.613043478	0.72361809	0.47080292	0.248803828	0.308035714	0.486055777	0.545454545	0.336244541	0.457711443	0.64021164	0.723684211	0.588744589	0.602941176	0.605042017	0.714285714	0.331797235	0.655813953	0.498054475	0.395918367	0.489878543	0.660633484	0.395348837	0.650246305	0.583333333	0.575757576	0.42081448	0.572864322	0.470817121	0.564444444	0.644144144	0.628205128	0.542222222	0.533333333	0.511450382	0.642553191	0.433070866	0.607305936	0.390946502	1	0.712195122	0.513618677	0.30952381	0.607758621	0.532110092	0.595238095	0.671794872	0.368181818	0.45	0.373205742	0.288135593	0.251141553	0.556521739	0.245989305	0.650246305	0.682464455	0.546125461	0.544117647	0.609865471	0.519337017	0.668103448	0.535580524
SB216763	0.308016878	0.547263682	0.541484716	0.506666667	0.516431925	0.444444444	0.553846154	0.524444444	0.669724771	0.5546875	0.569620253	0.56	0.357487923	0.45412844	0.397306397	0.544401544	0.225225225	0.390625	0.299492386	0.637614679	0.57	0.034482759	0.231884058	0.148148148	0.744791667	0.644549763	0.369649805	0.478764479	0.308550186	0.584821429	0.434554974	0.216931217	0.354700855	0.288461538	0.446601942	0.533333333	0.522491349	0.591304348	0.817204301	0.513307985	0.230769231	0.291479821	0.477911647	0.564444444	0.331858407	0.454545455	0.596858639	0.630252101	0.601769912	0.60199005	0.5907173	0.622406639	0.327102804	0.679425837	0.496062992	0.381147541	0.518828452	0.660550459	0.448979592	0.586538462	0.565445026	0.512315271	0.430555556	0.517241379	0.492	0.570135747	0.658986175	0.663716814	0.576036866	0.585152838	0.515503876	0.621276596	0.453441296	0.652380952	0.359183673	0.712195122	1	0.523809524	0.28458498	0.579399142	0.574162679	0.640495868	0.698412698	0.321428571	0.409090909	0.342857143	0.277777778	0.222727273	0.70531401	0.239130435	0.625615764	0.62037037	0.522058824	0.52014652	0.726829268	0.508379888	0.682819383	0.522556391
SB590885	0.397590361	0.530701754	0.551587302	0.514056225	0.415686275	0.721991701	0.687022901	0.471042471	0.5	0.73015873	0.564885496	0.51953125	0.345991561	0.381322957	0.504983389	0.604395604	0.23015873	0.557312253	0.225	0.632231405	0.369649805	0.018691589	0.273913043	0.123348018	0.62173913	0.58436214	0.382978723	0.657480315	0.407942238	0.547244094	0.344827586	0.175438596	0.339622642	0.391791045	0.317647059	0.422924901	0.665505226	0.683333333	0.566666667	0.689922481	0.261802575	0.364016736	0.61752988	0.638655462	0.400826446	0.347107438	0.405737705	0.537906137	0.659751037	0.558441558	0.583969466	0.56	0.303643725	0.574898785	0.531135531	0.453488372	0.387543253	0.612903226	0.572	0.520661157	0.582159624	0.419753086	0.495689655	0.384	0.691358025	0.652360515	0.566929134	0.562264151	0.589958159	0.578740157	0.594795539	0.630350195	0.521072797	0.54	0.495967742	0.513618677	0.523809524	1	0.369811321	0.579766537	0.561702128	0.520979021	0.588495575	0.341365462	0.418685121	0.300813008	0.296153846	0.218253968	0.602459016	0.198198198	0.533333333	0.577235772	0.602836879	0.589473684	0.473684211	0.375	0.555555556	0.671698113
SL0101	0.174796748	0.283185841	0.207272727	0.445454545	0.324561404	0.429718876	0.377697842	0.267716535	0.284644195	0.386029412	0.210344828	0.240601504	0.56626506	0.315555556	0.296052632	0.358422939	0.559006211	0.529680365	0.312849162	0.217391304	0.344036697	0.006329114	0.206185567	0.132947977	0.29218107	0.253846154	0.606796117	0.38697318	0.770053476	0.336	0.345744681	0.366013072	0.38317757	0.744444444	0.270642202	0.368181818	0.369281046	0.369047619	0.288617886	0.36101083	0.198979592	0.5	0.451882845	0.263358779	0.473684211	0.296116505	0.333333333	0.344322344	0.262962963	0.275423729	0.323420074	0.330935252	0.276699029	0.284046693	0.324723247	0.549019608	0.32046332	0.286792453	0.511312217	0.271604938	0.299065421	0.375	0.454545455	0.413793103	0.396825397	0.220973783	0.269662921	0.272401434	0.268774704	0.225806452	0.22923588	0.272084806	0.426160338	0.249042146	0.424657534	0.30952381	0.28458498	0.369811321	1	0.476595745	0.222222222	0.27027027	0.25	0.676829268	0.506437768	0.403225806	0.486631016	0.48502994	0.262357414	0.335483871	0.320512821	0.27027027	0.471910112	0.464684015	0.295719844	0.317460317	0.367424242	0.41697417
SN-38	0.338709677	0.520547945	0.459143969	0.611607143	0.468085106	0.62195122	0.601503759	0.409266409	0.544	0.627906977	0.475655431	0.462745098	0.422535211	0.430379747	0.442244224	0.616858238	0.348623853	0.581589958	0.263636364	0.457692308	0.429787234	0.015075377	0.288372093	0.165853659	0.615384615	0.604347826	0.520325203	0.626506024	0.496	0.604255319	0.38317757	0.26	0.448717949	0.475206612	0.333333333	0.482758621	0.560810811	0.570850202	0.628959276	0.603053435	0.287037037	0.422018349	0.598360656	0.502008032	0.441964286	0.415525114	0.506912442	0.64	0.58677686	0.556561086	0.55859375	0.625984252	0.348017621	0.560669456	0.601593625	0.495833333	0.425925926	0.536	0.514056225	0.543859649	0.543269231	0.475336323	0.539534884	0.479820628	0.58	0.493927126	0.521912351	0.474074074	0.529411765	0.492248062	0.490974729	0.515037594	0.567901235	0.543933054	0.485355649	0.607758621	0.579399142	0.579766537	0.476595745	1	0.468619247	0.491103203	0.573394495	0.465437788	0.515384615	0.413953488	0.445945946	0.366197183	0.530612245	0.269035533	0.537117904	0.530864198	0.709803922	0.69379845	0.498007968	0.424390244	0.655737705	0.648648649
STF-62247	0.31981982	0.580645161	0.796791444	0.470319635	0.553299492	0.493775934	0.517647059	0.495412844	0.613953488	0.530120482	0.57079646	0.67839196	0.263157895	0.492537313	0.490636704	0.445283019	0.159090909	0.37804878	0.342696629	0.642512077	0.407582938	0.025157233	0.239583333	0.104972376	0.606060606	0.601941748	0.288461538	0.5	0.24535316	0.60952381	0.43575419	0.139037433	0.41509434	0.218390805	0.433673469	0.480582524	0.48943662	0.551111111	0.621212121	0.505928854	0.238341969	0.28436019	0.493617021	0.666666667	0.358851675	0.411458333	0.461928934	0.454901961	0.63507109	0.605263158	0.565217391	0.455252918	0.241860465	0.653465347	0.506224066	0.344537815	0.429752066	0.650717703	0.390946502	0.526829268	0.575418994	0.400966184	0.397129187	0.419512195	0.527896996	0.692307692	0.665048544	0.624434389	0.616915423	0.671497585	0.640350877	0.596491228	0.362549801	0.746031746	0.373913043	0.532110092	0.574162679	0.561702128	0.222222222	0.468619247	1	0.52	0.67032967	0.24	0.365384615	0.255924171	0.210300429	0.140271493	0.592417062	0.185393258	0.596938776	0.600961538	0.412811388	0.401408451	0.63592233	0.4375	0.442687747	0.492307692
Selumetinib	0.399224806	0.508333333	0.524528302	0.505791506	0.490039841	0.460750853	0.602112676	0.53307393	0.554307116	0.597864769	0.584269663	0.558139535	0.296875	0.404580153	0.460815047	0.469055375	0.209737828	0.352159468	0.237903226	0.581395349	0.573275862	0.022123894	0.233870968	0.112033195	0.601659751	0.5546875	0.338870432	0.471186441	0.287539936	0.471014493	0.365546218	0.180672269	0.304964539	0.253246753	0.396	0.462745098	0.573717949	0.538745387	0.627615063	0.542955326	0.24291498	0.232727273	0.475352113	0.592885375	0.28	0.424369748	0.495798319	0.59057971	0.607003891	0.486055777	0.633587786	0.578571429	0.288461538	0.654320988	0.431893688	0.319727891	0.473309609	0.713692946	0.404844291	0.5	0.452282158	0.432	0.358490566	0.540772532	0.462068966	0.631147541	0.65060241	0.65503876	0.578313253	0.574144487	0.51369863	0.636363636	0.428571429	0.524904215	0.371428571	0.595238095	0.640495868	0.520979021	0.27027027	0.491103203	0.52	1	0.543568465	0.285185185	0.360128617	0.305882353	0.241134752	0.194029851	0.642276423	0.187234043	0.621276596	0.691983122	0.471518987	0.470031546	0.557692308	0.414096916	0.557553957	0.556313993
Serdemetan	0.278026906	0.625	0.699481865	0.488151659	0.505050505	0.510729614	0.540650407	0.458715596	0.729591837	0.554166667	0.606481481	0.567307692	0.312820513	0.438423645	0.407942238	0.543209877	0.1875	0.45814978	0.262295082	0.693877551	0.45959596	0.026490066	0.216931217	0.10982659	0.802325581	0.75	0.334693878	0.52991453	0.287401575	0.601941748	0.447674419	0.15819209	0.327272727	0.265306122	0.429319372	0.47029703	0.51459854	0.616113744	0.768361582	0.528688525	0.215789474	0.308457711	0.478448276	0.68556701	0.339805825	0.421621622	0.530054645	0.557939914	0.702020202	0.677966102	0.578475336	0.570815451	0.282178218	0.706806283	0.563876652	0.362445415	0.426160338	0.660098522	0.398305085	0.685082873	0.65060241	0.476439791	0.463917526	0.473958333	0.560538117	0.740540541	0.683417085	0.610091743	0.609137056	0.707070707	0.605263158	0.603603604	0.415254237	0.677083333	0.381165919	0.671794872	0.698412698	0.588495575	0.25	0.573394495	0.67032967	0.543568465	1	0.272300469	0.366141732	0.291457286	0.239819005	0.167464115	0.615763547	0.215568862	0.588541667	0.616915423	0.531496063	0.517509728	0.597087379	0.475903614	0.558951965	0.526104418
Shikonin	0.160714286	0.292079208	0.21686747	0.45959596	0.365	0.38559322	0.320895522	0.290748899	0.302904564	0.37007874	0.224334601	0.264705882	0.686131387	0.355329949	0.237288136	0.315789474	0.489932886	0.464114833	0.373333333	0.232931727	0.389473684	0.007751938	0.198830409	0.105960265	0.802325581	0.269230769	0.564766839	0.376033058	0.687150838	0.331877729	0.391304348	0.44	0.390625	0.610169492	0.298429319	0.416666667	0.344827586	0.410714286	0.333333333	0.313207547	0.190751445	0.597315436	0.452054795	0.258333333	0.459302326	0.344632768	0.408839779	0.357429719	0.273469388	0.295238095	0.329268293	0.347826087	0.29281768	0.320175439	0.369294606	0.551351351	0.331914894	0.3	0.418604651	0.308411215	0.317460317	0.43575419	0.505813953	0.449438202	0.374468085	0.232365145	0.286307054	0.309236948	0.280701754	0.232283465	0.24	0.303149606	0.417431193	0.280172414	0.400990099	0.368181818	0.321428571	0.341365462	0.676829268	0.465437788	0.24	0.285185185	0.272300469	1	0.533333333	0.414634146	0.422857143	0.47972973	0.283898305	0.390625	0.352657005	0.304347826	0.405405405	0.403846154	0.32173913	0.375	0.443478261	0.375968992
TW_37	0.217391304	0.404166667	0.358422939	0.514522822	0.510822511	0.444444444	0.414473684	0.366666667	0.460674157	0.467128028	0.317880795	0.406716418	0.490291262	0.545045045	0.365325077	0.42	0.354545455	0.521912351	0.311627907	0.311643836	0.459227468	0.014778325	0.22173913	0.119815668	0.41015625	0.371323529	0.588235294	0.465949821	0.56846473	0.421641791	0.395348837	0.267326733	0.4	0.510460251	0.396551724	0.526315789	0.488817891	0.462686567	0.421875	0.418060201	0.220779221	0.495238095	0.509578544	0.340425532	0.434210526	0.427272727	0.45814978	0.452631579	0.356643357	0.375494071	0.419014085	0.458041958	0.29707113	0.417293233	0.492647059	0.538135593	0.549800797	0.400722022	0.476744186	0.435483871	0.371308017	0.447826087	0.488888889	0.511312217	0.45620438	0.318021201	0.403636364	0.410526316	0.362962963	0.379432624	0.371710526	0.408304498	0.527777778	0.423664122	0.508403361	0.45	0.409090909	0.418685121	0.506437768	0.515384615	0.365384615	0.360128617	0.366141732	0.533333333	1	0.393665158	0.394849785	0.322869955	0.388278388	0.257425743	0.435483871	0.382352941	0.533101045	0.53125	0.496062992	0.458128079	0.545454545	0.496527778
Tanespimycin	0.322580645	0.320855615	0.240343348	0.494565217	0.407608696	0.320675105	0.322957198	0.316037736	0.321585903	0.341365462	0.278008299	0.292792793	0.409090909	0.360215054	0.355212355	0.287356322	0.58778626	0.333333333	0.254901961	0.252136752	0.404494382	0.035714286	0.414814815	0.307692308	0.375634518	0.263392857	0.531914894	0.323651452	0.432835821	0.322727273	0.381578947	0.482142857	0.454022989	0.375634518	0.27173913	0.474285714	0.31010453	0.366515837	0.36318408	0.284615385	0.411764706	0.28	0.375565611	0.28	0.402366864	0.382716049	0.43452381	0.378723404	0.278969957	0.30964467	0.366812227	0.3625	0.582733813	0.34741784	0.269076305	0.385786802	0.365296804	0.318584071	0.392344498	0.33	0.358381503	0.404624277	0.424418605	0.478787879	0.326180258	0.246696035	0.321428571	0.316455696	0.323809524	0.245833333	0.238636364	0.304526749	0.398104265	0.298165138	0.379487179	0.373205742	0.342857143	0.300813008	0.403225806	0.413953488	0.255924171	0.305882353	0.291457286	0.414634146	0.393665158	1	0.654929577	0.553030303	0.295964126	0.451327434	0.350253807	0.336448598	0.37254902	0.37109375	0.342592593	0.430555556	0.336134454	0.347826087
Temsirolimus	0.282926829	0.294117647	0.204724409	0.46	0.326923077	0.352459016	0.307692308	0.281385281	0.262948207	0.314606742	0.240458015	0.235772358	0.401197605	0.310679612	0.362962963	0.288321168	0.666666667	0.349344978	0.208092486	0.215686275	0.296116505	0.015267176	0.368421053	0.307692308	0.297297297	0.265822785	0.588541667	0.322834646	0.495098039	0.333333333	0.319767442	0.407692308	0.451612903	0.461928934	0.212560386	0.395939086	0.31	0.329166667	0.293333333	0.3	0.348387097	0.302702703	0.3375	0.270833333	0.403314917	0.275132275	0.357894737	0.342519685	0.26	0.279069767	0.341463415	0.338521401	0.490566038	0.282700422	0.275862069	0.394230769	0.344680851	0.27016129	0.406392694	0.263392857	0.285714286	0.368421053	0.401069519	0.359375	0.325203252	0.219512195	0.27755102	0.246212121	0.277056277	0.215384615	0.237410072	0.260377358	0.380530973	0.239669421	0.324074074	0.288135593	0.277777778	0.296153846	0.486631016	0.445945946	0.210300429	0.241134752	0.239819005	0.422857143	0.394849785	0.654929577	1	0.574468085	0.254098361	0.403100775	0.292237443	0.241803279	0.42248062	0.409961686	0.279166667	0.319526627	0.288461538	0.345864662
