drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
TEMOZOLOMIDE,MK-8669,OV90,19.84242261,0.6849589,10727,1,1,0.976567209,Cn1nnc2c(C(N)=O)ncn2c1=O,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
TEMOZOLOMIDE,MK-8669,RPMI7951,35.84369536,0.7166077,10729,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
TEMOZOLOMIDE,MK-8669,SKMES1,41.62534471,0.7280432,10731,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
TEMOZOLOMIDE,MK-8669,SW837,-15.19755964,0.6156534,10734,0,1,0.598318815,Cn1nnc2c(C(N)=O)ncn2c1=O,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
TEMOZOLOMIDE,MK-8669,UACC62,28.00742879,0.7011084,10735,1,1,0.998772562,Cn1nnc2c(C(N)=O)ncn2c1=O,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
TEMOZOLOMIDE,MK-8776,A2058,135.2884354,0.9132991,10736,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,A2058,135.2884354,0.9132991,10736,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,A375,29.98915899,0.7050281,10738,1,1,0.973156154,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,A427,88.19953849,0.8201622,10739,1,1,0.999996901,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,A427,88.19953849,0.8201622,10739,1,1,0.999996901,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,ES2,25.39389359,0.6959391,10743,1,0,0.000139418,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,ES2,25.39389359,0.6959391,10743,1,0,0.000139418,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,HCT116,-0.25582538,0.6452066,10745,0,1,0.908443749,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,HCT116,-0.25582538,0.6452066,10745,0,1,0.908443749,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,HT29,-6.106198035,0.6336352,10747,0,0,0.003846934,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,HT29,-6.106198035,0.6336352,10747,0,0,0.003846934,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,LOVO,5.774271265,0.6571335,10751,1,1,0.633593559,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,MDAMB436,14.70766583,0.6748028,10752,1,1,0.953575909,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,NCIH1650,-12.68825711,0.6206165,10753,0,0,1.31E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,NCIH2122,-23.80632904,0.5986261,10754,0,0,1.48E-08,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,NCIH2122,-23.80632904,0.5986261,10754,0,0,1.48E-08,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,NCIH23,-144.235702,0.3604293,10756,0,0,0.002972098,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,NCIH23,-144.235702,0.3604293,10756,0,0,0.002972098,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,RPMI7951,21.96791546,0.6891629,10760,1,0,0.057010174,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,SKMES1,-4.302925531,0.6372019,10762,0,1,0.999707758,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,MK-8776,SW837,-35.30482667,0.5758833,10766,0,0,5.36E-05,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
TEMOZOLOMIDE,PD325901,A2058,37.10782277,0.719108,10769,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,A2780,11.52767113,0.6685131,10770,1,1,0.999209285,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,A375,-0.477552323,0.6447681,10771,0,0,0.024008568,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,A427,43.19257115,0.731143,10772,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,ES2,46.51055745,0.7377057,10774,1,0,1.32E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,HCT116,-12.89104904,0.6202154,10775,0,0,0.00024797,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,HT144,-2.301766287,0.6411599,10776,0,0,4.03E-08,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,HT29,-11.54813233,0.6228716,10777,0,0,6.83E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,LOVO,-6.771502583,0.6323193,10780,0,0,1.34E-07,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,NCIH1650,-23.91874311,0.5984038,10782,0,0,3.04E-16,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,NCIH2122,-1.603763805,0.6425405,10783,0,0,0.001320935,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,NCIH23,-19.21524146,0.6077068,10784,0,0,0.029594757,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,RPMI7951,21.90448437,0.6890374,10785,1,0,0.057757922,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,SKMES1,-15.06437597,0.6159168,10786,0,0,0.000607146,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,SW837,-5.99569534,0.6338537,10789,0,0,1.15E-05,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,UACC62,-10.37817968,0.6251856,10791,0,0,1.80E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,PD325901,VCAP,-31.43592561,0.5835356,10792,0,0,0.000704665,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
TEMOZOLOMIDE,SN-38,A375,-5.001993598,0.6358192,10794,0,0,0.002136536,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,HCT116,-9.556941325,0.62681,10796,0,0,1.35E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,HT144,-35.9449781,0.5746172,10797,0,0,2.16E-14,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,HT29,-7.888423637,0.6301101,10798,0,0,0.002422747,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,LOVO,-29.84824188,0.5866759,10800,0,0,2.91E-09,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,MDAMB436,-2.572013398,0.6406254,10801,0,0,0.005361859,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,NCIH1650,-33.43385696,0.5795839,10803,0,0,2.08E-09,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,NCIH2122,-13.72631485,0.6185634,10804,0,0,5.34E-12,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,NCIH23,-19.76704375,0.6066154,10805,0,0,3.18E-08,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,NCIH520,-8.991422975,0.6279285,10807,0,0,8.17E-05,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,OV90,-19.00683575,0.608119,10808,0,0,3.72E-05,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,RKO,-12.0477968,0.6218833,10809,0,0,0.000218432,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,RPMI7951,-4.027660591,0.6377463,10810,0,1,0.999895573,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,SW837,-37.07104306,0.5723899,10812,0,0,6.30E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,UACC62,-5.235666195,0.635357,10814,0,0,2.84E-09,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SN-38,VCAP,-12.43379703,0.6211198,10815,0,0,2.03E-07,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
TEMOZOLOMIDE,SORAFENIB,A2058,-1.019573635,0.643696,10817,0,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,A375,11.60283778,0.6686618,10818,1,1,0.999995351,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,A427,22.68068564,0.6905727,10819,1,1,0.999999642,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,HCT116,10.89744473,0.6672666,10821,1,1,0.814923584,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,HT29,-3.1063573,0.6395686,10822,0,0,0.017189737,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,LOVO,-7.361379537,0.6311526,10824,0,0,6.93E-06,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,NCIH1650,-5.475247986,0.6348831,10826,0,1,0.999393225,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,NCIH2122,-2.439074493,0.6408884,10827,0,0,0.4169043,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,NCIH23,-0.344795528,0.6450306,10828,0,0,0.000396396,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,NCIH520,13.82210367,0.6730513,10829,1,1,0.999999881,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,OV90,11.89861617,0.6692468,10830,1,0,0.106475003,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,RKO,16.90976066,0.6791584,10831,1,0,0.018944915,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,RPMI7951,-2.725051066,0.6403227,10832,0,0,0.00044541,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,SKMES1,24.59771309,0.6943643,10833,1,1,0.99984014,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,UACC62,12.23240076,0.669907,10836,1,1,0.757511497,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,SORAFENIB,VCAP,12.24034409,0.6699227,10837,1,1,0.786236286,Cn1nnc2c(C(N)=O)ncn2c1=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
TEMOZOLOMIDE,TOPOTECAN,A2058,10.18331052,0.6658541,10839,1,1,0.998200655,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,A2780,10.51804778,0.6665162,10840,1,1,0.995121181,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,A427,10.89726154,0.6672663,10841,1,1,1,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,ES2,10.20258594,0.6658923,10842,1,0,0.072249077,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,HT29,13.50402613,0.6724222,10843,1,0,0.04534895,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,LOVO,-7.742677237,0.6303984,10846,0,1,0.995671391,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,NCIH1650,-7.104534365,0.6316606,10848,0,0,2.06E-10,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.16661787,0.6895559,10851,1,0,0.052313179,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,SW837,-12.06393634,0.6218514,10854,0,0,0.00715028,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TEMOZOLOMIDE,TOPOTECAN,UACC62,11.7003691,0.6688547,10855,1,0,0.478864282,Cn1nnc2c(C(N)=O)ncn2c1=O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TOPOTECAN,BEZ-235,A427,37.86464677,0.720605,10858,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,ES2,16.31012519,0.6779723,10859,1,1,0.999999166,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,HCT116,21.17556739,0.6875957,10860,1,1,0.999976397,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,HT144,48.75629793,0.7421475,10861,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,HT29,21.72575205,0.6886839,10862,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,LOVO,14.12689082,0.6736541,10865,1,1,0.999998093,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,MDAMB436,25.39898136,0.6959492,10866,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,NCIH1650,21.36557399,0.6879715,10868,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,NCIH2122,18.34027931,0.6819878,10869,1,0,0.000574659,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,NCIH520,22.1998106,0.6896215,10871,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,RKO,26.36018076,0.6978503,10872,1,1,0.999956131,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,RPMI7951,-2.543142071,0.6406825,10873,0,0,0.314336509,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,SKMES1,17.97973372,0.6812747,10875,1,1,0.99898237,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,SW837,25.18286399,0.6955217,10877,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,UACC62,24.41310053,0.6939992,10879,1,1,1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,BEZ-235,VCAP,21.16222094,0.6875693,10880,1,1,0.999999881,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
TOPOTECAN,DINACICLIB,A2780,-0.66444986,0.6443984,10883,0,0,4.64E-09,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
